reaction_uid,model_reaction_id,reaction_name,model_equation,is_underground_rxn_prefix,crossref_status,metanetx_reaction_id,kegg_reaction_id,bigg_reaction_id,sbo_id,rxndb_direct_match,rxndb_id,rxndb_template_id,rxndb_ec_number,rxndb_similarity,confidence_status,evidence_tier,training_role,usable_as_first_pass_training_label
MODEL_RXN:0000098,r_0117,aconitase,s_0174 <=> s_0012,False,has_external_crossref,MNXR95385,,ACONT3m,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000099,r_0118,acteylornithine transaminase,s_0145 + s_0993 --> s_0182 + s_1182,False,has_external_crossref,MNXR95388,R02283,ACOTAim,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000100,r_0119,acyl carrier protein synthase,s_0532 + s_0807 --> s_0392 + 2 s_0799 + s_1308,False,has_external_crossref,MNXR95402,R10747,ACPSm,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000101,r_0120,acyl-CoA oxidase (decanoyl-CoA),s_0605 + s_1279 --> s_0840 + s_1507,False,has_external_crossref,MNXR127526,,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000102,r_0121,acyl-CoA oxidase (dodecanoyl-CoA),s_1076 + s_1279 --> s_0840 + s_1510,False,has_external_crossref,MNXR95365,,ACOAO5p,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000103,r_0122,acyl-CoA oxidase (hexacosanoyl-CoA),s_0819 + s_1279 --> s_0840 + s_1513,False,has_external_crossref,MNXR124346,,ACOAO9p,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000104,r_0123,acyl-CoA oxidase (hexadecanoyl-CoA),s_1279 + s_1305 --> s_0823 + s_0840,False,has_external_crossref,MNXR95367,,ACOAO7p,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000105,r_0124,acyl-CoA oxidase (octadecanoyl-CoA),s_1279 + s_1457 --> s_0840 + s_1516,False,has_external_crossref,MNXR95368,,ACOAO8p,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000106,r_0125,acyl-CoA oxidase (tetradecanoyl-CoA),s_1179 + s_1279 --> s_0840 + s_1519,False,has_external_crossref,MNXR95366,,ACOAO6p,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000107,r_0126,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:episterol), ER membrane",s_2821 + s_3432 <=> s_2785 + s_3433,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0000108,r_0127,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:ergosterol), ER membrane",s_2821 + s_3441 --> s_2785 + s_3442,False,has_external_crossref,MNXR119161,,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000109,r_0128,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:fecosterol), ER membrane",s_2821 + s_3435 <=> s_2785 + s_3436,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0000110,r_0129,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:lanosterol), ER membrane",s_2821 + s_3438 --> s_2785 + s_3439,False,has_external_crossref,MNXR119159,,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000111,r_0130,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:zymosterol), ER membrane",s_2821 + s_3444 <=> s_2785 + s_3445,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0000112,r_0131,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:episterol), ER membrane",s_2819 + s_3432 <=> s_2785 + s_3434,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0000113,r_0132,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:ergosterol), ER membrane",s_2819 + s_3441 <=> s_2785 + s_3443,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0000114,r_0133,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:fecosterol), ER membrane",s_2819 + s_3435 <=> s_2785 + s_3437,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0000115,r_0134,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:lanosterol), ER membrane",s_2819 + s_3438 <=> s_2785 + s_3440,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0000116,r_0135,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:zymosterol), ER membrane",s_2819 + s_3444 <=> s_2785 + s_3446,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0000117,r_0137,"acylation of GPI inositol at 2 position, GPI-anchor assembly, step 3",s_0329 + s_1303 <=> s_0330 + s_0530,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0000118,r_0138,adenine deaminase,s_0383 + s_0794 + s_0803 --> s_0419 + s_0843,False,has_external_crossref,MNXR95443,R01244,ADD,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000119,r_0139,adenine phosphoribosyltransferase,s_0383 + s_1386 --> s_0423 + s_0633,False,has_external_crossref,MNXR95482,R00190,ADPT,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000120,r_0140,adenosine deaminase,s_0386 + s_0794 + s_0803 --> s_0419 + s_0856,False,has_external_crossref,MNXR95432,R01560,ADA,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000121,r_0142,adenosine kinase,s_0386 + s_0434 --> s_0394 + s_0423 + s_0794,False,has_external_crossref,MNXR95456,R00185,ADNK1,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000122,r_0143,adenosine monophosphate deaminase,s_0423 + s_0794 + s_0803 --> s_0419 + s_0849,False,has_external_crossref,MNXR95824,R00181,AMPDA,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000123,r_0144,adenosylhomocysteinase,s_0803 + s_1413 --> s_0386 + s_1012,False,has_external_crossref,MNXR95492,R00192,AHCi,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000124,r_0145,adenosylmethionine decarboxylase,s_0794 + s_1416 --> s_0456 + s_1420,False,has_external_crossref,MNXR95455,R00178,ADMDC,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000125,r_0146,adenosylmethionine-8-amino-7-oxononanoate transaminase,s_0352 + s_1416 <=> s_0341 + s_1412,False,has_external_crossref,MNXR95806,R03231,AMAOTr,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000126,r_0147,adenylate cyclase,s_0434 --> s_0192 + s_0633,False,has_external_crossref,MNXR95444,R00089,ADNCYC,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000127,r_0148,adenylate kinase,s_0423 + s_0434 --> 2 s_0394,False,has_external_crossref,MNXR95450,R00127,ADK1,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000128,r_0149,adenylate kinase,s_0424 + s_0437 --> 2 s_0397,False,has_external_crossref,MNXR95450,R00127,ADK1m,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000129,r_0150,adenylate kinase (GTP),s_0424 + s_0786 <=> s_0397 + s_0741,False,has_external_crossref,MNXR95452,,ADK3m,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000130,r_0151,adenylosuccinate lyase (AICAR),s_0299 --> s_0403 + s_0725,False,has_external_crossref,MNXR108966,R04559,ADSL2r,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000131,r_0152,adenylosuccinate lyase,s_0393 <=> s_0423 + s_0725,False,has_external_crossref,MNXR95493,R01083,ADSL1r,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000132,r_0153,adenylosuccinate synthase,s_0785 + s_0849 + s_0973 --> s_0393 + s_0739 + 2 s_0794 + s_1322,False,has_external_crossref,MNXR95495,R01135,ADSS,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000133,r_0154,adenylyl-sulfate kinase,s_0298 + s_0434 --> s_0201 + s_0394 + s_0794,False,has_external_crossref,MNXR95159,R00509,ADSK,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000134,r_0155,"ADP-ribose 2,3-cyclic phosphodiesterase",s_0131 + s_0803 --> s_0389 + s_0794,False,has_external_crossref,MNXR117324,,23CAPPD,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000135,r_0156,alanine glyoxylate aminotransferase,s_0779 + s_0955 --> s_1003 + s_1399,False,has_external_crossref,MNXR95618,R00369,AGTi,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000136,r_0157,alanyl-tRNA synthetase,s_0434 + s_0955 + s_1582 --> s_0404 + s_0423 + s_0633,False,has_external_crossref,MNXR107903,R03038,ALATRS,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000137,r_0158,alcohol acetyltransferase (2-methylbutanol),s_0169 + s_0373 --> s_0172 + s_0529,False,has_external_crossref,MNXR102165,,OHACT3,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000138,r_0159,alcohol acetyltransferase (ethanol),s_0373 + s_0680 --> s_0529 + s_0685,False,has_external_crossref,MNXR117501,,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000139,r_0160,alcohol acetyltransferase (isoamyl alcohol),s_0373 + s_0929 --> s_0529 + s_0927,False,has_external_crossref,MNXR102164,,OHACT2,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000140,r_0161,alcohol acetyltransferase (isobutyl alcohol),s_0373 + s_0932 --> s_0529 + s_0935,False,has_external_crossref,MNXR102166,,OHACT4,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000141,r_0162,alcohol acetyltransferase (phenylethanol alcohol),s_0185 + s_0373 --> s_0529 + s_1316,False,has_external_crossref,MNXR102167,,OHACT5,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000142,r_0163,alcohol dehydrogenase (ethanol to acetaldehyde),s_0680 + s_1198 --> s_0359 + s_0794 + s_1203,False,has_external_crossref,MNXR95725,R00754,ALCD2x,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000143,r_0164,"alcohol dehydrogenase (glycerol, NADP)",s_0570 + s_0794 + s_1212 --> s_0765 + s_1207,False,has_external_crossref,MNXR95711,R01041,ALCD19y,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000144,r_0165,mitochondrial alcohol dehydrogenase,s_0361 + s_0799 + s_1205 --> s_0682 + s_1200,False,has_external_crossref,MNXR95725,R00754,ALCD2irm,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000145,r_0166,"aldehyde dehydrogenase (2-methylbutanol, NAD)",s_0166 + s_0794 + s_1203 --> s_0169 + s_1198,False,has_external_crossref,MNXR95716,,ALCD22xi,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000146,r_0167,"aldehyde dehydrogenase (2-methylbutanol, NAD)",s_0168 + s_0799 + s_1205 --> s_0171 + s_1200,False,has_external_crossref,MNXR95716,,ALCD22xim,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000147,r_0168,"aldehyde dehydrogenase (2-methylbutanol, NADP)",s_0166 + s_0794 + s_1212 --> s_0169 + s_1207,False,has_external_crossref,MNXR95717,,ALCD22yi,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000148,r_0169,"aldehyde dehydrogenase (2-phenylethanol, NAD)",s_0794 + s_1203 + s_1318 --> s_0185 + s_1198,False,has_external_crossref,MNXR95722,R02611,ALCD25xi,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000149,r_0170,"aldehyde dehydrogenase (2-phenylethanol, NAD)",s_0799 + s_1205 + s_1320 --> s_0187 + s_1200,False,has_external_crossref,MNXR95722,R02611,ALCD25xim,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000150,r_0171,"aldehyde dehydrogenase (2-phenylethanol, NADP)",s_0794 + s_1212 + s_1318 --> s_0185 + s_1207,False,has_external_crossref,MNXR95723,,ALCD25yi,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000151,r_0172,"aldehyde dehydrogenase (3-aminopropanal, NAD)",s_0208 + s_0803 + s_1198 --> s_0441 + 2 s_0794 + s_1203,False,has_external_crossref,MNXR95748,R00904,ALDD22x,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000152,r_0173,"aldehyde dehydrogenase (acetaldehyde, NADP)",s_0359 + s_0803 + s_1207 --> s_0362 + 2 s_0794 + s_1212,False,has_external_crossref,MNXR95750,R00711,ALDD2y,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000153,r_0174,"aldehyde dehydrogenase (acetylaldehyde, NAD)",s_0361 + s_0807 + s_1200 --> s_0365 + 2 s_0799 + s_1205,False,has_external_crossref,MNXR95749,R00710,ALDD2xm,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000154,r_0175,"aldehyde dehydrogenase (acetylaldehyde, NADP)",s_0361 + s_0807 + s_1210 --> s_0365 + 2 s_0799 + s_1214,False,has_external_crossref,MNXR95750,R00711,ALDD2ym,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000155,r_0176,"aldehyde dehydrogenase (indole-3-acetaldehyde, NAD)",s_0807 + s_0852 + s_1200 --> 2 s_0799 + s_0854 + s_1205,False,has_external_crossref,MNXR95744,R02678,ALDD20xm,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000156,r_0177,"aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)",s_0803 + s_0850 + s_1207 --> 2 s_0794 + s_0853 + s_1212,False,has_external_crossref,MNXR95746,,ALDD20y,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000157,r_0178,"aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)",s_0807 + s_0852 + s_1210 --> 2 s_0799 + s_0854 + s_1214,False,has_external_crossref,MNXR95746,,ALDD20ym,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000158,r_0179,"aldehyde dehydrogenase (isoamyl alcohol, NAD)",s_0234 + s_0794 + s_1203 --> s_0929 + s_1198,False,has_external_crossref,MNXR138038,R05685,ALCD24xi,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000159,r_0180,"aldehyde dehydrogenase (isoamyl alcohol, NAD)",s_0236 + s_0799 + s_1205 --> s_0931 + s_1200,False,has_external_crossref,MNXR138038,R05685,ALCD24xim,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000160,r_0181,"aldehyde dehydrogenase (isoamyl alcohol, NADP)",s_0234 + s_0794 + s_1212 --> s_0929 + s_1207,False,has_external_crossref,MNXR138039,R05686,ALCD24yi,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000161,r_0182,"aldehyde dehydrogenase (isobutyl alcohol, NAD)",s_0794 + s_0937 + s_1203 --> s_0932 + s_1198,False,has_external_crossref,MNXR95718,,ALCD23xi,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000162,r_0183,"aldehyde dehydrogenase (isobutyl alcohol, NAD)",s_0799 + s_0939 + s_1205 --> s_0934 + s_1200,False,has_external_crossref,MNXR95718,,ALCD23xim,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000163,r_0184,"aldehyde dehydrogenase (isobutyl alcohol, NADP)",s_0794 + s_0937 + s_1212 --> s_0932 + s_1207,False,has_external_crossref,MNXR95719,,ALCD23yi,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000164,r_0185,"aldehyde dehydrogenase (phenylacetaldehyde, NAD)",s_0803 + s_1198 + s_1318 --> 2 s_0794 + s_1203 + s_1321,False,has_external_crossref,MNXR95743,R02536,ALDD19xr,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000165,r_0186,"aldehyde dehydrogenase (tryptophol, NAD)",s_0794 + s_0850 + s_1203 --> s_1198 + s_1529,False,has_external_crossref,MNXR95724,R02679,ALCD26xi,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000166,r_0187,"aldehyde dehydrogenase (tryptophol, NAD)",s_0799 + s_0852 + s_1205 --> s_1200 + s_1531,False,has_external_crossref,MNXR95724,R02679,ALCD26xim,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000167,r_0188,alkaline phosphatase (dihydroneopterin),s_0346 + 3 s_0803 --> s_0343 + 2 s_0794 + 3 s_1322,False,has_external_crossref,MNXR139295,R04620,AKP1,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000168,r_0189,allantoate amidinohydrolase,s_0405 + s_0803 <=> s_1552 + s_1555,False,has_external_crossref,MNXR95767,R02422,ALLTAHr,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000169,r_0190,"allantoinase, reaction",s_0407 + s_0803 <=> s_0405 + s_0794,False,has_external_crossref,MNXR95769,R02424,ALLTN,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000170,r_0191,allophanate hydrolase,3 s_0794 + s_0803 + s_1554 --> 2 s_0419 + 2 s_0456,False,has_external_crossref,MNXR95786,R00005,ALPHNH,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000171,r_0192,"alpha 1,2-mannosyltransferase",s_0444 + s_0744 + s_0797 --> s_0414 + s_0740,False,has_external_crossref,MNXR109280,R05002,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000172,r_0193,"alpha,alpha-trehalase",s_0810 + s_1522 --> 2 s_0566,False,has_external_crossref,MNXR95163,R00010,TREHv,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000173,r_0194,"alpha,alpha-trehalase",s_0803 + s_1520 --> 2 s_0563,False,has_external_crossref,MNXR95163,R00010,TREH,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0000174,r_0195,"alpha,alpha-trehalose-phosphate synthase (UDP-forming)",s_0568 + s_1543 --> s_0409 + s_0794 + s_1538,False,has_external_crossref,MNXR143415,R00836,TRE6PS,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
