reaction_uid,model_reaction_id,reaction_name,is_underground_rxn_prefix,model_equation,metanetx_reaction_id,kegg_reaction_id,kegg_pathway_ids,bigg_reaction_id,sbo_id,mnx_equation,mnx_reference,mnx_classifs,mnx_is_balanced,mnx_is_transport,crossref_status,notes
MODEL_RXN:0000088,r_0106,acetyl-CoA C-acyltransferase (octanoyl-CoA),False,s_0239 + s_0534 --> s_0378 + s_1258,MNXR95198,R03778,sce00071|sce00280|sce01040|sce01110|sce01130|sce01212|sce04146,ACACT4p,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000089,r_0107,acetyl-CoA C-acyltransferase (decanoyl-CoA),False,s_0247 + s_0534 --> s_0378 + s_0605,MNXR95200,R04742,sce00071|sce00280|sce01040|sce01110|sce01130|sce01212|sce04146,,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000090,r_0108,acetyl-Coa carboxylase,False,s_0376 + s_0437 + s_0447 --> s_0397 + s_0799 + s_1104 + s_1326,MNXR95219,R00742,sce00061|sce00620|sce00640|sce01110|sce01212,ACCOACrm,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000091,r_0109,"acetyl-CoA carboxylase, reaction",False,s_0373 + s_0434 + s_0445 --> s_0394 + s_0794 + s_1101 + s_1322,MNXR95219,R00742,sce00061|sce00620|sce00640|sce00780|sce01110|sce01212,ACCOAC,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000092,r_0111,acetyl-CoA hydrolase,False,s_0376 + s_0807 --> s_0365 + s_0532 + s_0799,MNXR95363,R00227,sce00620,ACOAHim,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000093,r_0112,acetyl-CoA synthetase,False,s_0362 + s_0434 + s_0529 --> s_0373 + s_0423 + s_0633,MNXR95413,R00235,sce00010|sce00620|sce00640|sce01110|sce01130|sce01200,ACS,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000094,r_0113,acetyl-CoA synthetase,False,s_0365 + s_0437 + s_0532 --> s_0376 + s_0424 + s_0636,MNXR95413,R00235,sce00010|sce00620|sce00640|sce01110|sce01130|sce01200,ACSm,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000095,r_0114,acetyl-CoA synthetase nuclear,False,s_0366 + s_0438 + s_0533 --> s_0377 + s_0425 + s_0637,MNXR95413,R00235,sce00010|sce00620|sce00640|sce01110|sce01130|sce01200,,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000096,r_0115,acetylglutamate kinase,False,s_0437 + s_1192 --> s_0397 + s_1191,MNXR95256,R02649,sce00220|sce01110|sce01130|sce01210|sce01230,ACGKm,SBO:0000176,1 MNXM1384@MNXD1 + 1 MNXM40333@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM730@MNXD1,rheaR:14629,2.7.2.8,B,,has_external_crossref,
MODEL_RXN:0000097,r_0116,acid phosphatase (secreted),False,s_0715 + s_0805 --> s_1324 + s_1406,MNXR95393,R00548,sce00730|sce00740|sce04111,ACP1e,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000098,r_0117,aconitase,False,s_0174 <=> s_0012,MNXR95385,,sce00640,ACONT3m,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000099,r_0118,acteylornithine transaminase,False,s_0145 + s_0993 --> s_0182 + s_1182,MNXR95388,R02283,sce00220|sce01110|sce01130|sce01210|sce01230,ACOTAim,SBO:0000176,1 MNXM1062@MNXD1 + 1 MNXM741173@MNXD1 = 1 MNXM20@MNXD1 + 1 MNXM817@MNXD1,rheaR:18049,2.6.1.11,B,,has_external_crossref,
MODEL_RXN:0000100,r_0119,acyl carrier protein synthase,False,s_0532 + s_0807 --> s_0392 + 2 s_0799 + s_1308,MNXR95402,R10747,,ACPSm,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000101,r_0120,acyl-CoA oxidase (decanoyl-CoA),False,s_0605 + s_1279 --> s_0840 + s_1507,MNXR127526,,sce00071|sce01040|sce01110|sce01212|sce04146,,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000102,r_0121,acyl-CoA oxidase (dodecanoyl-CoA),False,s_1076 + s_1279 --> s_0840 + s_1510,MNXR95365,,sce00071|sce01040|sce01110|sce01212|sce04146,ACOAO5p,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000103,r_0122,acyl-CoA oxidase (hexacosanoyl-CoA),False,s_0819 + s_1279 --> s_0840 + s_1513,MNXR124346,,sce00071|sce01040|sce01110|sce01212|sce04146,ACOAO9p,SBO:0000176,1 MNXM726927@MNXD1 + 1 MNXM732620@MNXD1 = 1 MNXM727223@MNXD1 + 1 MNXM735438@MNXD1,seedR:rxn09474,,,,has_external_crossref,
MODEL_RXN:0000104,r_0123,acyl-CoA oxidase (hexadecanoyl-CoA),False,s_1279 + s_1305 --> s_0823 + s_0840,MNXR95367,,sce00071|sce01040|sce01110|sce01212|sce04146,ACOAO7p,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000105,r_0124,acyl-CoA oxidase (octadecanoyl-CoA),False,s_1279 + s_1457 --> s_0840 + s_1516,MNXR95368,,sce00071|sce01040|sce01110|sce01212|sce04146,ACOAO8p,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000106,r_0125,acyl-CoA oxidase (tetradecanoyl-CoA),False,s_1179 + s_1279 --> s_0840 + s_1519,MNXR95366,,sce00071|sce01040|sce01110|sce01212|sce04146,ACOAO6p,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000107,r_0126,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:episterol), ER membrane",False,s_2821 + s_3432 <=> s_2785 + s_3433,,,sce00100,,SBO:0000176,,,,,,model_only_no_external_crossref,
MODEL_RXN:0000108,r_0127,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:ergosterol), ER membrane",False,s_2821 + s_3441 --> s_2785 + s_3442,MNXR119161,,sce00100,,SBO:0000176,1 MNXM1105956@MNXD1 + 1 MNXM741449@MNXD1 = 1 MNXM52466@MNXD1 + 1 MNXM727276@MNXD1,seedR:rxn40649,2.3.1.26,B,,has_external_crossref,
MODEL_RXN:0000109,r_0128,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:fecosterol), ER membrane",False,s_2821 + s_3435 <=> s_2785 + s_3436,,,sce00100,,SBO:0000176,,,,,,model_only_no_external_crossref,
MODEL_RXN:0000110,r_0129,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:lanosterol), ER membrane",False,s_2821 + s_3438 --> s_2785 + s_3439,MNXR119159,,sce00100,,SBO:0000176,1 MNXM1105956@MNXD1 + 1 MNXM736942@MNXD1 = 1 MNXM59726@MNXD1 + 1 MNXM727276@MNXD1,seedR:rxn48153,2.3.1.26,B,,has_external_crossref,
MODEL_RXN:0000111,r_0130,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:zymosterol), ER membrane",False,s_2821 + s_3444 <=> s_2785 + s_3445,,,sce00100,,SBO:0000176,,,,,,model_only_no_external_crossref,
MODEL_RXN:0000112,r_0131,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:episterol), ER membrane",False,s_2819 + s_3432 <=> s_2785 + s_3434,,,sce00100,,SBO:0000176,,,,,,model_only_no_external_crossref,
MODEL_RXN:0000113,r_0132,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:ergosterol), ER membrane",False,s_2819 + s_3441 <=> s_2785 + s_3443,,,sce00100,,SBO:0000176,,,,,,model_only_no_external_crossref,
MODEL_RXN:0000114,r_0133,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:fecosterol), ER membrane",False,s_2819 + s_3435 <=> s_2785 + s_3437,,,sce00100,,SBO:0000176,,,,,,model_only_no_external_crossref,
MODEL_RXN:0000115,r_0134,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:lanosterol), ER membrane",False,s_2819 + s_3438 <=> s_2785 + s_3440,,,sce00100,,SBO:0000176,,,,,,model_only_no_external_crossref,
MODEL_RXN:0000116,r_0135,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:zymosterol), ER membrane",False,s_2819 + s_3444 <=> s_2785 + s_3446,,,sce00100,,SBO:0000176,,,,,,model_only_no_external_crossref,
MODEL_RXN:0000117,r_0137,"acylation of GPI inositol at 2 position, GPI-anchor assembly, step 3",False,s_0329 + s_1303 <=> s_0330 + s_0530,,,sce00563,,SBO:0000176,,,,,,model_only_no_external_crossref,
MODEL_RXN:0000118,r_0138,adenine deaminase,False,s_0383 + s_0794 + s_0803 --> s_0419 + s_0843,MNXR95443,R01244,sce00230,ADD,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000119,r_0139,adenine phosphoribosyltransferase,False,s_0383 + s_1386 --> s_0423 + s_0633,MNXR95482,R00190,sce00230,ADPT,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000120,r_0140,adenosine deaminase,False,s_0386 + s_0794 + s_0803 --> s_0419 + s_0856,MNXR95432,R01560,sce00230,ADA,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000121,r_0142,adenosine kinase,False,s_0386 + s_0434 --> s_0394 + s_0423 + s_0794,MNXR95456,R00185,sce00230,ADNK1,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000122,r_0143,adenosine monophosphate deaminase,False,s_0423 + s_0794 + s_0803 --> s_0419 + s_0849,MNXR95824,R00181,sce00230|sce01110|sce01130,AMPDA,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000123,r_0144,adenosylhomocysteinase,False,s_0803 + s_1413 --> s_0386 + s_1012,MNXR95492,R00192,sce00270,AHCi,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000124,r_0145,adenosylmethionine decarboxylase,False,s_0794 + s_1416 --> s_0456 + s_1420,MNXR95455,R00178,sce00270|sce00330,ADMDC,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000125,r_0146,adenosylmethionine-8-amino-7-oxononanoate transaminase,False,s_0352 + s_1416 <=> s_0341 + s_1412,MNXR95806,R03231,sce00780,AMAOTr,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000126,r_0147,adenylate cyclase,False,s_0434 --> s_0192 + s_0633,MNXR95444,R00089,sce00230|sce04113|sce04213,ADNCYC,SBO:0000176,1 MNXM11@MNXD1 + 1 MNXM243@MNXD1 = 1 MNXM3@MNXD1,rheaR:15389,4.6.1.1,B,,has_external_crossref,
MODEL_RXN:0000127,r_0148,adenylate kinase,False,s_0423 + s_0434 --> 2 s_0394,MNXR95450,R00127,sce00230|sce00730|sce01110|sce01130,ADK1,SBO:0000176,1 MNXM3@MNXD1 + 1 MNXM728294@MNXD1 = 2 MNXM40333@MNXD1,rheaR:12973,2.7.4.10;2.7.4.3;2.7.4.4;2.7.4.8,B,,has_external_crossref,
MODEL_RXN:0000128,r_0149,adenylate kinase,False,s_0424 + s_0437 --> 2 s_0397,MNXR95450,R00127,sce00230|sce00730|sce01110|sce01130,ADK1m,SBO:0000176,1 MNXM3@MNXD1 + 1 MNXM728294@MNXD1 = 2 MNXM40333@MNXD1,rheaR:12973,2.7.4.10;2.7.4.3;2.7.4.4;2.7.4.8,B,,has_external_crossref,
MODEL_RXN:0000129,r_0150,adenylate kinase (GTP),False,s_0424 + s_0786 <=> s_0397 + s_0741,MNXR95452,,sce00230|sce00730|sce01110|sce01130,ADK3m,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000130,r_0151,adenylosuccinate lyase (AICAR),False,s_0299 --> s_0403 + s_0725,MNXR108966,R04559,sce00230|sce00250|sce01110|sce01130,ADSL2r,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000131,r_0152,adenylosuccinate lyase,False,s_0393 <=> s_0423 + s_0725,MNXR95493,R01083,sce00230|sce00250|sce01110|sce01130,ADSL1r,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000132,r_0153,adenylosuccinate synthase,False,s_0785 + s_0849 + s_0973 --> s_0393 + s_0739 + 2 s_0794 + s_1322,MNXR95495,R01135,sce00230|sce00250,ADSS,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000133,r_0154,adenylyl-sulfate kinase,False,s_0298 + s_0434 --> s_0201 + s_0394 + s_0794,MNXR95159,R00509,sce00230|sce00920,ADSK,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000134,r_0155,"ADP-ribose 2,3-cyclic phosphodiesterase",False,s_0131 + s_0803 --> s_0389 + s_0794,MNXR117324,,,23CAPPD,SBO:0000176,1 MNXM1@MNXD1 + 1 MNXM739538@MNXD1 = 1 MNXM2598@MNXD1 + 1 WATER@MNXD1,rheaR:37191,3.1.4.37,B,,has_external_crossref,
MODEL_RXN:0000135,r_0156,alanine glyoxylate aminotransferase,False,s_0779 + s_0955 --> s_1003 + s_1399,MNXR95618,R00369,sce00250|sce00260|sce00630|sce01110|sce01130|sce01200|sce04146,AGTi,SBO:0000176,1 MNXM1105732@MNXD1 + 1 MNXM69@MNXD1 = 1 MNXM23@MNXD1 + 1 MNXM29@MNXD1,rheaR:24248,2.6.1.44;2.6.1.45;2.6.1.7,B,,has_external_crossref,
MODEL_RXN:0000136,r_0157,alanyl-tRNA synthetase,False,s_0434 + s_0955 + s_1582 --> s_0404 + s_0423 + s_0633,MNXR107903,R03038,sce00970,ALATRS,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000137,r_0158,alcohol acetyltransferase (2-methylbutanol),False,s_0169 + s_0373 --> s_0172 + s_0529,MNXR102165,,,OHACT3,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000138,r_0159,alcohol acetyltransferase (ethanol),False,s_0373 + s_0680 --> s_0529 + s_0685,MNXR117501,,,,SBO:0000176,1 MNXM1104266@MNXD1 + 1 MNXM1108092@MNXD1 = 1 MNXM727276@MNXD1 + 1 MNXM8595@MNXD1,rheaR:55972,2.3.1.268;2.3.1.84,B,,has_external_crossref,
MODEL_RXN:0000139,r_0160,alcohol acetyltransferase (isoamyl alcohol),False,s_0373 + s_0929 --> s_0529 + s_0927,MNXR102164,,,OHACT2,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000140,r_0161,alcohol acetyltransferase (isobutyl alcohol),False,s_0373 + s_0932 --> s_0529 + s_0935,MNXR102166,,,OHACT4,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000141,r_0162,alcohol acetyltransferase (phenylethanol alcohol),False,s_0185 + s_0373 --> s_0529 + s_1316,MNXR102167,,,OHACT5,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000142,r_0163,alcohol dehydrogenase (ethanol to acetaldehyde),False,s_0680 + s_1198 --> s_0359 + s_0794 + s_1203,MNXR95725,R00754,sce00010|sce00071|sce00350|sce01110|sce01130,ALCD2x,SBO:0000176,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM75@MNXD1 = 1 MNXM1108092@MNXD1 + 1 MNXM8@MNXD1,rheaR:25290,1.1.1.1;1.1.1.184;1.1.1.244;1.1.1.284;1.1.1.71,B,,has_external_crossref,
MODEL_RXN:0000143,r_0164,"alcohol dehydrogenase (glycerol, NADP)",False,s_0570 + s_0794 + s_1212 --> s_0765 + s_1207,MNXR95711,R01041,sce00040,ALCD19y,SBO:0000176,1 MNXM1@MNXD1 + 1 MNXM435@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM5@MNXD1 + 1 MNXM89612@MNXD1,rheaR:23592,1.1.1.149;1.1.1.156;1.1.1.19;1.1.1.2;1.1.1.21;1.1.1.372;1.1.1.72;1.3.1.20,B,,has_external_crossref,
MODEL_RXN:0000144,r_0165,mitochondrial alcohol dehydrogenase,False,s_0361 + s_0799 + s_1205 --> s_0682 + s_1200,MNXR95725,R00754,sce00010|sce00071|sce00350|sce01110|sce01130,ALCD2irm,SBO:0000176,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM75@MNXD1 = 1 MNXM1108092@MNXD1 + 1 MNXM8@MNXD1,rheaR:25290,1.1.1.1;1.1.1.184;1.1.1.244;1.1.1.284;1.1.1.71,B,,has_external_crossref,
MODEL_RXN:0000145,r_0166,"aldehyde dehydrogenase (2-methylbutanol, NAD)",False,s_0166 + s_0794 + s_1203 --> s_0169 + s_1198,MNXR95716,,sce00010|sce00071|sce00350|sce01110|sce01130|sce01200,ALCD22xi,SBO:0000176,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM2604@MNXD1 = 1 MNXM5476@MNXD1 + 1 MNXM8@MNXD1,seedR:rxn13222,1.1.1.1;1.1.1.2,B,,has_external_crossref,
MODEL_RXN:0000146,r_0167,"aldehyde dehydrogenase (2-methylbutanol, NAD)",False,s_0168 + s_0799 + s_1205 --> s_0171 + s_1200,MNXR95716,,sce00010|sce00071|sce00350|sce01110|sce01130,ALCD22xim,SBO:0000176,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM2604@MNXD1 = 1 MNXM5476@MNXD1 + 1 MNXM8@MNXD1,seedR:rxn13222,1.1.1.1;1.1.1.2,B,,has_external_crossref,
MODEL_RXN:0000147,r_0168,"aldehyde dehydrogenase (2-methylbutanol, NADP)",False,s_0166 + s_0794 + s_1212 --> s_0169 + s_1207,MNXR95717,,sce00010|sce00040|sce00561|sce01110|sce01130,ALCD22yi,SBO:0000176,1 MNXM1@MNXD1 + 1 MNXM2604@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM5476@MNXD1 + 1 MNXM5@MNXD1,seedR:rxn13223,1.1.1.2;1.1.1.21,B,,has_external_crossref,
MODEL_RXN:0000148,r_0169,"aldehyde dehydrogenase (2-phenylethanol, NAD)",False,s_0794 + s_1203 + s_1318 --> s_0185 + s_1198,MNXR95722,R02611,sce00010|sce00071|sce00350|sce01110|sce01130|sce01200,ALCD25xi,SBO:0000176,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM473@MNXD1 = 1 MNXM2476@MNXD1 + 1 MNXM8@MNXD1,rheaR:63740,1.1.1.1;1.1.1.90,B,,has_external_crossref,
MODEL_RXN:0000149,r_0170,"aldehyde dehydrogenase (2-phenylethanol, NAD)",False,s_0799 + s_1205 + s_1320 --> s_0187 + s_1200,MNXR95722,R02611,sce00010|sce00071|sce00350|sce01110|sce01130,ALCD25xim,SBO:0000176,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM473@MNXD1 = 1 MNXM2476@MNXD1 + 1 MNXM8@MNXD1,rheaR:63740,1.1.1.1;1.1.1.90,B,,has_external_crossref,
MODEL_RXN:0000150,r_0171,"aldehyde dehydrogenase (2-phenylethanol, NADP)",False,s_0794 + s_1212 + s_1318 --> s_0185 + s_1207,MNXR95723,,sce00010|sce00040|sce00561|sce01110|sce01130,ALCD25yi,SBO:0000176,1 MNXM1@MNXD1 + 1 MNXM473@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM2476@MNXD1 + 1 MNXM5@MNXD1,rheaR:63736,1.1.1;1.1.1.-;1.1.1.21,B,,has_external_crossref,
MODEL_RXN:0000151,r_0172,"aldehyde dehydrogenase (3-aminopropanal, NAD)",False,s_0208 + s_0803 + s_1198 --> s_0441 + 2 s_0794 + s_1203,MNXR95748,R00904,sce00010|sce00340|sce00350|sce00360|sce00410|sce01110,ALDD22x,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000152,r_0173,"aldehyde dehydrogenase (acetaldehyde, NADP)",False,s_0359 + s_0803 + s_1207 --> s_0362 + 2 s_0794 + s_1212,MNXR95750,R00711,sce00010|sce00071|sce00280|sce00310|sce00330|sce00340|sce00380|sce00410|sce00561|sce00620|sce01110|sce01130,ALDD2y,SBO:0000176,2 MNXM1@MNXD1 + 1 MNXM26@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM5@MNXD1 + 1 MNXM75@MNXD1 + 1 WATER@MNXD1,rheaR:25298,1.2.1.-;1.2.1.19;1.2.1.26;1.2.1.3;1.2.1.4;1.2.1.5;1.2.1.88,B,,has_external_crossref,
MODEL_RXN:0000153,r_0174,"aldehyde dehydrogenase (acetylaldehyde, NAD)",False,s_0361 + s_0807 + s_1200 --> s_0365 + 2 s_0799 + s_1205,MNXR95749,R00710,sce00010|sce00071|sce00280|sce00310|sce00330|sce00340|sce00380|sce00410|sce00561|sce00620|sce01110|sce01130,ALDD2xm,SBO:0000176,1 MNXM10@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM26@MNXD1 = 1 MNXM75@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1,rheaR:25294,1.2.1;1.2.1.19;1.2.1.24;1.2.1.3;1.2.1.31;1.2.1.36;1.2.1.48;1.2.1.5;1.2.1.69;1.2.1.88,B,,has_external_crossref,
MODEL_RXN:0000154,r_0175,"aldehyde dehydrogenase (acetylaldehyde, NADP)",False,s_0361 + s_0807 + s_1210 --> s_0365 + 2 s_0799 + s_1214,MNXR95750,R00711,sce00010|sce00071|sce00280|sce00310|sce00330|sce00340|sce00380|sce00410|sce00561|sce00620|sce01110|sce01130,ALDD2ym,SBO:0000176,2 MNXM1@MNXD1 + 1 MNXM26@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM5@MNXD1 + 1 MNXM75@MNXD1 + 1 WATER@MNXD1,rheaR:25298,1.2.1.-;1.2.1.19;1.2.1.26;1.2.1.3;1.2.1.4;1.2.1.5;1.2.1.88,B,,has_external_crossref,
MODEL_RXN:0000155,r_0176,"aldehyde dehydrogenase (indole-3-acetaldehyde, NAD)",False,s_0807 + s_0852 + s_1200 --> 2 s_0799 + s_0854 + s_1205,MNXR95744,R02678,sce00010|sce00071|sce00280|sce00310|sce00330|sce00340|sce00380|sce00410|sce00561|sce00620|sce01110|sce01130,ALDD20xm,SBO:0000176,1 MNXM10@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM383@MNXD1 = 1 MNXM518@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1,rheaR:30867,1.2.1.3;1.2.1.5,B,,has_external_crossref,
MODEL_RXN:0000156,r_0177,"aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)",False,s_0803 + s_0850 + s_1207 --> 2 s_0794 + s_0853 + s_1212,MNXR95746,,sce00010|sce00071|sce00280|sce00310|sce00330|sce00340|sce00380|sce00410|sce00561|sce00620|sce01110|sce01130,ALDD20y,SBO:0000176,2 MNXM1@MNXD1 + 1 MNXM383@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM518@MNXD1 + 1 MNXM5@MNXD1 + 1 WATER@MNXD1,seedR:rxn09882,1.2.1.5,B,,has_external_crossref,
MODEL_RXN:0000157,r_0178,"aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)",False,s_0807 + s_0852 + s_1210 --> 2 s_0799 + s_0854 + s_1214,MNXR95746,,sce00010|sce00071|sce00280|sce00310|sce00330|sce00340|sce00380|sce00410|sce00561|sce00620|sce01110|sce01130,ALDD20ym,SBO:0000176,2 MNXM1@MNXD1 + 1 MNXM383@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM518@MNXD1 + 1 MNXM5@MNXD1 + 1 WATER@MNXD1,seedR:rxn09882,1.2.1.5,B,,has_external_crossref,
MODEL_RXN:0000158,r_0179,"aldehyde dehydrogenase (isoamyl alcohol, NAD)",False,s_0234 + s_0794 + s_1203 --> s_0929 + s_1198,MNXR138038,R05685,sce00010|sce00071|sce00350|sce01110|sce01130|sce01200,ALCD24xi,SBO:0000176,1 MNXM10@MNXD1 + 1 MNXM1711@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM1670@MNXD1 + 1 MNXM8@MNXD1,rheaR:18529,1.1.1.1;1.1.1.2;1.1.1.265,B,,has_external_crossref,
MODEL_RXN:0000159,r_0180,"aldehyde dehydrogenase (isoamyl alcohol, NAD)",False,s_0236 + s_0799 + s_1205 --> s_0931 + s_1200,MNXR138038,R05685,sce00010|sce00071|sce00350|sce01110|sce01130,ALCD24xim,SBO:0000176,1 MNXM10@MNXD1 + 1 MNXM1711@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM1670@MNXD1 + 1 MNXM8@MNXD1,rheaR:18529,1.1.1.1;1.1.1.2;1.1.1.265,B,,has_external_crossref,
MODEL_RXN:0000160,r_0181,"aldehyde dehydrogenase (isoamyl alcohol, NADP)",False,s_0234 + s_0794 + s_1212 --> s_0929 + s_1207,MNXR138039,R05686,sce00010|sce00040|sce00561|sce01110|sce01130,ALCD24yi,SBO:0000176,1 MNXM1670@MNXD1 + 1 MNXM5@MNXD1 = 1 MNXM1711@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM738702@MNXD1,rheaR:18525,1.1.1.2;1.1.1.21;1.1.1.265,B,,has_external_crossref,
MODEL_RXN:0000161,r_0182,"aldehyde dehydrogenase (isobutyl alcohol, NAD)",False,s_0794 + s_0937 + s_1203 --> s_0932 + s_1198,MNXR95718,,sce00010|sce00071|sce00350|sce01110|sce01130|sce01200,ALCD23xi,SBO:0000176,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM5189@MNXD1 = 1 MNXM5188@MNXD1 + 1 MNXM8@MNXD1,rheaR:64692,1.1.1.1;1.1.1.2,B,,has_external_crossref,
MODEL_RXN:0000162,r_0183,"aldehyde dehydrogenase (isobutyl alcohol, NAD)",False,s_0799 + s_0939 + s_1205 --> s_0934 + s_1200,MNXR95718,,sce00010|sce00071|sce00350|sce01110|sce01130,ALCD23xim,SBO:0000176,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM5189@MNXD1 = 1 MNXM5188@MNXD1 + 1 MNXM8@MNXD1,rheaR:64692,1.1.1.1;1.1.1.2,B,,has_external_crossref,
MODEL_RXN:0000163,r_0184,"aldehyde dehydrogenase (isobutyl alcohol, NADP)",False,s_0794 + s_0937 + s_1212 --> s_0932 + s_1207,MNXR95719,,sce00010|sce00040|sce00561|sce01110|sce01130,ALCD23yi,SBO:0000176,1 MNXM1@MNXD1 + 1 MNXM5189@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM5188@MNXD1 + 1 MNXM5@MNXD1,seedR:rxn13225,1.1.1;1.1.1.1;1.1.1.21,B,,has_external_crossref,
MODEL_RXN:0000164,r_0185,"aldehyde dehydrogenase (phenylacetaldehyde, NAD)",False,s_0803 + s_1198 + s_1318 --> 2 s_0794 + s_1203 + s_1321,MNXR95743,R02536,sce00010|sce00340|sce00350|sce00360|sce00410|sce01110,ALDD19xr,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0000165,r_0186,"aldehyde dehydrogenase (tryptophol, NAD)",False,s_0794 + s_0850 + s_1203 --> s_1198 + s_1529,MNXR95724,R02679,sce00010|sce00071|sce00350|sce01110|sce01130|sce01200,ALCD26xi,SBO:0000176,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM518@MNXD1 = 1 MNXM1686@MNXD1 + 1 MNXM8@MNXD1,rheaR:14873,1.1.1.1;1.1.1.190,B,,has_external_crossref,
MODEL_RXN:0000166,r_0187,"aldehyde dehydrogenase (tryptophol, NAD)",False,s_0799 + s_0852 + s_1205 --> s_1200 + s_1531,MNXR95724,R02679,sce00010|sce00071|sce00350|sce01110|sce01130,ALCD26xim,SBO:0000176,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM518@MNXD1 = 1 MNXM1686@MNXD1 + 1 MNXM8@MNXD1,rheaR:14873,1.1.1.1;1.1.1.190,B,,has_external_crossref,
