reaction_uid,model_reaction_id,reaction_name,model_equation,direction,lower_bound,upper_bound,reactant_compound_uids,product_compound_uids,stoichiometry_json,genes,orfs,gpr,enzyme_evidence_rows,enzyme_protein_ids,enzyme_orfs,enzyme_gene_symbols,enzyme_ec_numbers,enzyme_confidence_levels,metanetx_reaction_id,kegg_reaction_id,bigg_reaction_id,sbo_id,external_database_crossrefs_compact,all_crossrefs_compact,rxndb_id,rxndb_template_id,rxndb_ec_number,rxndb_similarity,confidence_status,evidence_tier,training_role,export_group,label_source,usable_as_first_pass_training_label
MODEL_RXN:0001755,r_2376,"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:1), ER membrane",s_2819 + s_2967 --> s_2785 + s_3019,forward,0.0,1000.0,MODEL_CMPD:0001317|MODEL_CMPD:0001461,MODEL_CMPD:0001283|MODEL_CMPD:0001513,"{""s_2785"": 1, ""s_2819"": -1, ""s_2967"": -1, ""s_3019"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001756,r_2377,"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:1), ER membrane",s_2819 + s_2968 --> s_2785 + s_3020,forward,0.0,1000.0,MODEL_CMPD:0001317|MODEL_CMPD:0001462,MODEL_CMPD:0001283|MODEL_CMPD:0001514,"{""s_2785"": 1, ""s_2819"": -1, ""s_2968"": -1, ""s_3020"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001757,r_2378,"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:1), ER membrane",s_2819 + s_2969 --> s_2785 + s_3021,forward,0.0,1000.0,MODEL_CMPD:0001317|MODEL_CMPD:0001463,MODEL_CMPD:0001283|MODEL_CMPD:0001515,"{""s_2785"": 1, ""s_2819"": -1, ""s_2969"": -1, ""s_3021"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001758,r_2379,"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), ER membrane",s_2819 + s_2970 --> s_2785 + s_3022,forward,0.0,1000.0,MODEL_CMPD:0001317|MODEL_CMPD:0001464,MODEL_CMPD:0001283|MODEL_CMPD:0001516,"{""s_2785"": 1, ""s_2819"": -1, ""s_2970"": -1, ""s_3022"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001759,r_2380,"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), ER membrane",s_2819 + s_2971 --> s_2785 + s_3023,forward,0.0,1000.0,MODEL_CMPD:0001317|MODEL_CMPD:0001465,MODEL_CMPD:0001283|MODEL_CMPD:0001517,"{""s_2785"": 1, ""s_2819"": -1, ""s_2971"": -1, ""s_3023"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001760,r_2381,"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:1), ER membrane",s_2819 + s_2972 --> s_2785 + s_3024,forward,0.0,1000.0,MODEL_CMPD:0001317|MODEL_CMPD:0001466,MODEL_CMPD:0001283|MODEL_CMPD:0001518,"{""s_2785"": 1, ""s_2819"": -1, ""s_2972"": -1, ""s_3024"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001761,r_2382,"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:1), ER membrane",s_2819 + s_2973 --> s_2785 + s_3025,forward,0.0,1000.0,MODEL_CMPD:0001317|MODEL_CMPD:0001467,MODEL_CMPD:0001283|MODEL_CMPD:0001519,"{""s_2785"": 1, ""s_2819"": -1, ""s_2973"": -1, ""s_3025"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001762,r_2383,"diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:1), ER membrane",s_2819 + s_2974 --> s_2785 + s_3026,forward,0.0,1000.0,MODEL_CMPD:0001317|MODEL_CMPD:0001468,MODEL_CMPD:0001283|MODEL_CMPD:0001520,"{""s_2785"": 1, ""s_2819"": -1, ""s_2974"": -1, ""s_3026"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001763,r_2384,"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:0), ER membrane",s_2791 + s_2967 --> s_2785 + s_3027,forward,0.0,1000.0,MODEL_CMPD:0001289|MODEL_CMPD:0001461,MODEL_CMPD:0001283|MODEL_CMPD:0001521,"{""s_2785"": 1, ""s_2791"": -1, ""s_2967"": -1, ""s_3027"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001764,r_2385,"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:0), ER membrane",s_2791 + s_2968 --> s_2785 + s_3028,forward,0.0,1000.0,MODEL_CMPD:0001289|MODEL_CMPD:0001462,MODEL_CMPD:0001283|MODEL_CMPD:0001522,"{""s_2785"": 1, ""s_2791"": -1, ""s_2968"": -1, ""s_3028"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001765,r_2386,"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:0), ER membrane",s_2791 + s_2969 --> s_2785 + s_3029,forward,0.0,1000.0,MODEL_CMPD:0001289|MODEL_CMPD:0001463,MODEL_CMPD:0001283|MODEL_CMPD:0001523,"{""s_2785"": 1, ""s_2791"": -1, ""s_2969"": -1, ""s_3029"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001766,r_2387,"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:0), ER membrane",s_2791 + s_2970 --> s_2785 + s_3030,forward,0.0,1000.0,MODEL_CMPD:0001289|MODEL_CMPD:0001464,MODEL_CMPD:0001283|MODEL_CMPD:0001524,"{""s_2785"": 1, ""s_2791"": -1, ""s_2970"": -1, ""s_3030"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001767,r_2388,"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:0), ER membrane",s_2791 + s_2971 --> s_2785 + s_3031,forward,0.0,1000.0,MODEL_CMPD:0001289|MODEL_CMPD:0001465,MODEL_CMPD:0001283|MODEL_CMPD:0001525,"{""s_2785"": 1, ""s_2791"": -1, ""s_2971"": -1, ""s_3031"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001768,r_2389,"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:0), ER membrane",s_2791 + s_2972 --> s_2785 + s_3032,forward,0.0,1000.0,MODEL_CMPD:0001289|MODEL_CMPD:0001466,MODEL_CMPD:0001283|MODEL_CMPD:0001526,"{""s_2785"": 1, ""s_2791"": -1, ""s_2972"": -1, ""s_3032"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001769,r_2390,"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:0), ER membrane",s_2791 + s_2973 --> s_2785 + s_3033,forward,0.0,1000.0,MODEL_CMPD:0001289|MODEL_CMPD:0001467,MODEL_CMPD:0001283|MODEL_CMPD:0001527,"{""s_2785"": 1, ""s_2791"": -1, ""s_2973"": -1, ""s_3033"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001770,r_2391,"diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:0), ER membrane",s_2791 + s_2974 --> s_2785 + s_3034,forward,0.0,1000.0,MODEL_CMPD:0001289|MODEL_CMPD:0001468,MODEL_CMPD:0001283|MODEL_CMPD:0001528,"{""s_2785"": 1, ""s_2791"": -1, ""s_2974"": -1, ""s_3034"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001771,r_2392,"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:1), ER membrane",s_2821 + s_2967 --> s_2785 + s_3035,forward,0.0,1000.0,MODEL_CMPD:0001319|MODEL_CMPD:0001461,MODEL_CMPD:0001283|MODEL_CMPD:0001529,"{""s_2785"": 1, ""s_2821"": -1, ""s_2967"": -1, ""s_3035"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001772,r_2393,"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:1), ER membrane",s_2821 + s_2968 --> s_2785 + s_3036,forward,0.0,1000.0,MODEL_CMPD:0001319|MODEL_CMPD:0001462,MODEL_CMPD:0001283|MODEL_CMPD:0001530,"{""s_2785"": 1, ""s_2821"": -1, ""s_2968"": -1, ""s_3036"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001773,r_2394,"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:1), ER membrane",s_2821 + s_2969 --> s_2785 + s_3037,forward,0.0,1000.0,MODEL_CMPD:0001319|MODEL_CMPD:0001463,MODEL_CMPD:0001283|MODEL_CMPD:0001531,"{""s_2785"": 1, ""s_2821"": -1, ""s_2969"": -1, ""s_3037"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001774,r_2395,"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:1), ER membrane",s_2821 + s_2970 --> s_2785 + s_3038,forward,0.0,1000.0,MODEL_CMPD:0001319|MODEL_CMPD:0001464,MODEL_CMPD:0001283|MODEL_CMPD:0001532,"{""s_2785"": 1, ""s_2821"": -1, ""s_2970"": -1, ""s_3038"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001775,r_2396,"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:1), ER membrane",s_2821 + s_2971 --> s_2785 + s_3039,forward,0.0,1000.0,MODEL_CMPD:0001319|MODEL_CMPD:0001465,MODEL_CMPD:0001283|MODEL_CMPD:0001533,"{""s_2785"": 1, ""s_2821"": -1, ""s_2971"": -1, ""s_3039"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001776,r_2397,"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), ER membrane",s_2821 + s_2972 --> s_2785 + s_3040,forward,0.0,1000.0,MODEL_CMPD:0001319|MODEL_CMPD:0001466,MODEL_CMPD:0001283|MODEL_CMPD:0001534,"{""s_2785"": 1, ""s_2821"": -1, ""s_2972"": -1, ""s_3040"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001777,r_2398,"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:1), ER membrane",s_2821 + s_2973 --> s_2785 + s_3041,forward,0.0,1000.0,MODEL_CMPD:0001319|MODEL_CMPD:0001467,MODEL_CMPD:0001283|MODEL_CMPD:0001535,"{""s_2785"": 1, ""s_2821"": -1, ""s_2973"": -1, ""s_3041"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001778,r_2399,"diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:1), ER membrane",s_2821 + s_2974 --> s_2785 + s_3042,forward,0.0,1000.0,MODEL_CMPD:0001319|MODEL_CMPD:0001468,MODEL_CMPD:0001283|MODEL_CMPD:0001536,"{""s_2785"": 1, ""s_2821"": -1, ""s_2974"": -1, ""s_3042"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001779,r_2400,"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:0), lipid particle",s_2847 + s_3043 --> s_0531 + s_3044,forward,0.0,1000.0,MODEL_CMPD:0001341|MODEL_CMPD:0001537,MODEL_CMPD:0000402|MODEL_CMPD:0001538,"{""s_0531"": 1, ""s_2847"": -1, ""s_3043"": -1, ""s_3044"": 1}",DGA1,YOR245C,YOR245C,1,Q08650,YOR245C,DGA1,2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001780,r_2401,"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:0), lipid particle",s_2847 + s_3045 --> s_0531 + s_3046,forward,0.0,1000.0,MODEL_CMPD:0001341|MODEL_CMPD:0001539,MODEL_CMPD:0000402|MODEL_CMPD:0001540,"{""s_0531"": 1, ""s_2847"": -1, ""s_3045"": -1, ""s_3046"": 1}",DGA1,YOR245C,YOR245C,1,Q08650,YOR245C,DGA1,2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001781,r_2402,"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:0), lipid particle",s_2847 + s_3047 --> s_0531 + s_3048,forward,0.0,1000.0,MODEL_CMPD:0001341|MODEL_CMPD:0001541,MODEL_CMPD:0000402|MODEL_CMPD:0001542,"{""s_0531"": 1, ""s_2847"": -1, ""s_3047"": -1, ""s_3048"": 1}",DGA1,YOR245C,YOR245C,1,Q08650,YOR245C,DGA1,2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001782,r_2403,"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:0), lipid particle",s_2847 + s_3049 --> s_0531 + s_3050,forward,0.0,1000.0,MODEL_CMPD:0001341|MODEL_CMPD:0001543,MODEL_CMPD:0000402|MODEL_CMPD:0001544,"{""s_0531"": 1, ""s_2847"": -1, ""s_3049"": -1, ""s_3050"": 1}",DGA1,YOR245C,YOR245C,1,Q08650,YOR245C,DGA1,2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001783,r_2404,"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:0), lipid particle",s_2847 + s_3051 --> s_0531 + s_3052,forward,0.0,1000.0,MODEL_CMPD:0001341|MODEL_CMPD:0001545,MODEL_CMPD:0000402|MODEL_CMPD:0001546,"{""s_0531"": 1, ""s_2847"": -1, ""s_3051"": -1, ""s_3052"": 1}",DGA1,YOR245C,YOR245C,1,Q08650,YOR245C,DGA1,2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001784,r_2405,"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:0), lipid particle",s_2847 + s_3053 --> s_0531 + s_3054,forward,0.0,1000.0,MODEL_CMPD:0001341|MODEL_CMPD:0001547,MODEL_CMPD:0000402|MODEL_CMPD:0001548,"{""s_0531"": 1, ""s_2847"": -1, ""s_3053"": -1, ""s_3054"": 1}",DGA1,YOR245C,YOR245C,1,Q08650,YOR245C,DGA1,2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001785,r_2406,"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:0), lipid particle",s_2847 + s_3055 --> s_0531 + s_3056,forward,0.0,1000.0,MODEL_CMPD:0001341|MODEL_CMPD:0001549,MODEL_CMPD:0000402|MODEL_CMPD:0001550,"{""s_0531"": 1, ""s_2847"": -1, ""s_3055"": -1, ""s_3056"": 1}",DGA1,YOR245C,YOR245C,1,Q08650,YOR245C,DGA1,2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001786,r_2407,"diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:0), lipid particle",s_2847 + s_3057 --> s_0531 + s_3058,forward,0.0,1000.0,MODEL_CMPD:0001341|MODEL_CMPD:0001551,MODEL_CMPD:0000402|MODEL_CMPD:0001552,"{""s_0531"": 1, ""s_2847"": -1, ""s_3057"": -1, ""s_3058"": 1}",DGA1,YOR245C,YOR245C,1,Q08650,YOR245C,DGA1,2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001787,r_2408,"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:1), lipid particle",s_2849 + s_3043 --> s_0531 + s_3059,forward,0.0,1000.0,MODEL_CMPD:0001343|MODEL_CMPD:0001537,MODEL_CMPD:0000402|MODEL_CMPD:0001553,"{""s_0531"": 1, ""s_2849"": -1, ""s_3043"": -1, ""s_3059"": 1}",DGA1,YOR245C,YOR245C,1,Q08650,YOR245C,DGA1,2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001788,r_2409,"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:1), lipid particle",s_2849 + s_3045 --> s_0531 + s_3060,forward,0.0,1000.0,MODEL_CMPD:0001343|MODEL_CMPD:0001539,MODEL_CMPD:0000402|MODEL_CMPD:0001554,"{""s_0531"": 1, ""s_2849"": -1, ""s_3045"": -1, ""s_3060"": 1}",DGA1,YOR245C,YOR245C,1,Q08650,YOR245C,DGA1,2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001789,r_2410,"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:1), lipid particle",s_2849 + s_3047 --> s_0531 + s_3061,forward,0.0,1000.0,MODEL_CMPD:0001343|MODEL_CMPD:0001541,MODEL_CMPD:0000402|MODEL_CMPD:0001555,"{""s_0531"": 1, ""s_2849"": -1, ""s_3047"": -1, ""s_3061"": 1}",DGA1,YOR245C,YOR245C,1,Q08650,YOR245C,DGA1,2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001790,r_2411,"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), lipid particle",s_2849 + s_3049 --> s_0531 + s_3062,forward,0.0,1000.0,MODEL_CMPD:0001343|MODEL_CMPD:0001543,MODEL_CMPD:0000402|MODEL_CMPD:0001556,"{""s_0531"": 1, ""s_2849"": -1, ""s_3049"": -1, ""s_3062"": 1}",DGA1,YOR245C,YOR245C,1,Q08650,YOR245C,DGA1,2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001791,r_2412,"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), lipid particle",s_2849 + s_3051 --> s_0531 + s_3063,forward,0.0,1000.0,MODEL_CMPD:0001343|MODEL_CMPD:0001545,MODEL_CMPD:0000402|MODEL_CMPD:0001557,"{""s_0531"": 1, ""s_2849"": -1, ""s_3051"": -1, ""s_3063"": 1}",DGA1,YOR245C,YOR245C,1,Q08650,YOR245C,DGA1,2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
